HR info ID,Preferred Term,ACRONYM,homepage,OrgTypeID - OrgTypePreferredTerm,FinancialTrackingService ID,Edit Status,IsReplacedBy,Notes
50520,Government of Zambia - Disaster Management and Mitigation Unit,DMMU,http://www.dmmu-ovp.gov.zm,435 - Government,,,,
61190,Government of Zambia - High Commission,ZamHC,,435 - Government,,,,
50521,Government of Zambia - National Disaster Management Center,NDMC,www.ndmc.gov.za,435 - Government,,,,
61191,Government of Zambia - Relief and Development Foundation,ZRDF,,435 - Government,,,,
61192,Government of Zambia - Revenue Authority,ZRA,www.zra.org.zm,435 - Government,,,,
47797,Government of Zimbabwe,,,435 - Government,,,,
47798,Government of Zimbabwe - Civil Protection Unit,CPU,,435 - Government,,,,
47799,Government of Zimbabwe - Food and Nutrition Council,FNC,,435 - Government,,,,
47800,Government of Zimbabwe - Ministry of Education,,,435 - Government,,,,
63000,Government of Zimbabwe - Ministry of Health,MOHCC,,435 - Government,,,,
47801,Government of Zimbabwe - Ministry of Water Resources Development Management,MoWRD,,435 - Government,,,,
47802,"Government of Zimbabwe - Ministry of Women Affairs, Gender and Community Development",MoWAGCD,,435 - Government,,,,
47803,Government of Zimbabwe - National Coordination Unit,,,435 - Government,,,,
47804,Government of Zimbabwe - National Statistics Agency,ZimSTAT,,435 - Government,,,,
47805,Government of Zimbabwe - Vulnerability Assessment Committee,ZimVAC,,435 - Government,,,,
61193,Governmetn of Zambia - Ministry of Agriculture and Co-operatives-Zambia,MACO,www.agriculture.gov.zm,435 - Government,,,,
61935,Grace Trust,,,441 - National NGO,,,,
54753,Grassroots Peace Learning Center -Western Mindanao,GPLC,,441 - National NGO,,,,
2120,Great Hope for Women Development Organization,GHWDO,,441 - National NGO,15878,,,
53142,Greater Kapoeta Development Organization,GKADO,http://www.gofundme.com,441 - National NGO,,,,
61583,Greek Orthodox Patriarchate of Antioch,GOPA,http://www.gopaderd.org/,441 - National NGO,,,,
61404,Green Climate Fund,GCF,http://news.gcfund.org/,438 - International Organization,,,,
2121,Green Hope,,http://www.greenhope.org/,441 - National NGO,7516,,,
62772,GreenCarePlus+,GreenCarePlus+,http://www.greencareplus.com.au/GCP-Home.aspx,438 - International Organization,,,,
17365,Greenpeace International,GP,,438 - International Organization,,,,
61224,Grenada Red Cross Society,,http://www.caribbeanredcross.org/grenada/,445 - Red Cross / Red Crescent,,,,
50522,GRET,GRET,http://www.gret.org,437 - International NGO,,,,
63033,Ground Truth Solutions,GT,http://groundtruthsolutions.org/,437 - International NGO,,,,
62360,"Group for the Environment, Renewable Energy and Solidarity",GERES,,437 - International NGO,,,,
56693,Group for Transcultural,GRT,,437 - International NGO,,,,
56136,Groupe Action Recherche pour le Développement Local,GARDL,,441 - National NGO,,,,
61653,"Groupe d'Action,de Paix et de Formation pour la  Transformation",GAPAFOT,,441 - National NGO,,,,
49494,Groupe de Recherche et Realisation pour le Developpement Rural,GRDR,http://www.grdr.org,437 - International NGO,,,,
63069,Groupe sectoriel SÃ©curitÃ© alimentaire et moyens dâ€™existence - Burundi,GSSAME,,443 - Other,,,,
61928,Grupo de trabajo de Recuperación Temprana (Colombia),,https://www.humanitarianresponse.info/es/operations/colombia/early-recovery,443 - Other,,,,
61405,Grupo Esfera,Grupo Esfera,http://www.grupoesfera.com.ar/,438 - International Organization,,,,
60820,Grupo temático de manejo de información,,,447 - United Nations,,,,
61406,Gruppo India,GIND,www.gruppoindia.it,438 - International Organization,,,,
2122,Gruppo per le Relazioni Transculturali,GRT,http://grtitalia.org/,437 - International NGO,14603,,,
17366,GSMA,GSMA,http://www.gsma.com/,431 - Academic / Research,,,,
61225,Guatemalan Red Cross,,http://www.guatemala.cruzroja.org/,445 - Red Cross / Red Crescent,,,,
50378,Guinea Red Cross,,,445 - Red Cross / Red Crescent,,,,
61407,Gulf Cooperation Council,GCC,http://www.halotrust.org/,438 - International Organization,,,,
49495,Habitafrica,,http://habitafrica.org/,437 - International NGO,,,,
17367,Habitat for Humanity International,HFHI,http://www.habitat.org/,437 - International NGO,7250,,,
17368,HADR Malaysia,,,437 - International NGO,,,,
62801,Haiti Action Collective,HACC,,441 - National NGO,,,,
62937,"Haiti Marycare, Inc.",HMI,http://www.haitimarycare.org/,437 - International NGO,,,,
62810,Haiti Outreach,HOCH,https://www.haitioutreach.org/,441 - National NGO,,,,
62804,Haiti Participative,HP,,441 - National NGO,,,,
62805,Haiti Participative,HP,,441 - National NGO,,,,
61408,HALO Trust International Mine Clearance,HALO Trust,http://www.halotrust.org/,438 - International Organization,,,,
61665,Halt Death Stalker,HDS,,441 - National NGO,,,,
61671,Hand in Hand for Syria,Hand in Hand,http://www.handinhandforsyria.org.uk/,437 - International NGO,,,,
62414,Hand in Hand International,,http://www.handinhandinternational.org/,437 - International NGO,,,,
461,Handicap International,HI,,437 - International NGO,5349,,,
63021,Hands For Peace Orgnaization (Sudan),HPO,,441 - National NGO,,,,
17369,Hands On Disaster Response,HODR,,437 - International NGO,14518,,,
17370,Hannafin Org,,,443 - Other,,,,
17371,Hanns Seidel Foundation,HSF,,431 - Academic / Research,,,,
1074,Hararghe Catholic Secretariat,HCS,http://hcsethiopia.org,446 - Religious,,,,
17372,Haribon Foundation,Haribon,,437 - International NGO,,,,
60824,Harvard Humanitarian Initiative,HHI,http://www.hhi.harvard.edu/,431 - Academic / Research,,,,
54628,Harvard University,,,431 - Academic / Research,,,,
54629,Hashoo Foundation,,,441 - National NGO,,,,
17373,HBAid,,,437 - International NGO,,,,
60861,Health - Turkey Cross Border,HLT-STIMA,,443 - Other,,,,
17374,Health All Development International,HADI,,441 - National NGO,,,,
54820,Health Alternatives for Total Human Development Institute,HEALTHDEV,,441 - National NGO,,,,
61409,Health and Aid Development Abroad,HADA,http://hada.org.au/,438 - International Organization,,,,
63003,Health and Development Support Programme,HANDS,http://www.handsnigeria.org/,441 - National NGO,,,,
54630,Health and Nutrition Development Society,HANDS,,441 - National NGO,,,,
63054,Health Cluster - Chad,,,443 - Other,,,,
62016,Health Cluster - Ethiopia,HCE,https://www.humanitarianresponse.info/en/operations/ethiopia/health,443 - Other,,,,
61989,Health Cluster - Papua New Guinea,HC-PNG,https://www.humanitarianresponse.info/en/operations/papua-new-guinea/health,443 - Other,,,,
62577,Health Cluster - South Sudan,,,443 - Other,,,,
63131,Health Data Collaborative,HDC,https://www.healthdatacollaborative.org/,443 - Other,,,,
2123,Health Education Agricultural Pastoralist,HEAL,,441 - National NGO,15880,,,
62798,"Health Efficient, Accessible, Long-lasting and Treatment  at Homeland Organization",HEALTHO,http://www.healthoaf.com/demo/,441 - National NGO,,,,
17375,Health in Portuguese,,,437 - International NGO,,,,
61410,Health Inforum,Health Inforum,http://www.healthinforum.org/,438 - International Organization,,,,
54819,"Health Integrated Development and Services, Inc.",HIDS,,441 - National NGO,,,,
17376,Health Organization of Mindanao,HOM,,441 - National NGO,14911,,,
61932,Health Poverty Action,HPA,http://www.healthpovertyaction.or.ke/,437 - International NGO,,,,
53143,HealthNet TPO,HTPO,http://www.healthnettpo.org,437 - International NGO,,,,
56694,HealthRight International,,,437 - International NGO,,,,
17377,Heart to Heart International,HHI,http://hearttoheartintl.wordpress.com/,437 - International NGO,,,,
54861,Heartland Alliance,,http://www.heartlandalliance.org/,437 - International NGO,,,,
17378,Heifer International,Heifer,http://www.heifer.org/,437 - International NGO,,,,
47239,Heinrich Boll Stiftung,HBS,http://www.boell.org/,437 - International NGO,,,,
17379,Helen Keller International,HKI,http://www.hki.org/,437 - International NGO,7154,,,
62901,Helen Little Haiti Foundation,HLHF,http://www.helenlittlehaitifoundation.org/,437 - International NGO,,,,
61227,Hellenic Red Cross (Greece),,http://www.redcross.gr/,445 - Red Cross / Red Crescent,,,,
62300,Help and Care Organization,HACO,,441 - National NGO,,,,
56646,Help Earth Foundation,HEF,http://helpearthfoundation.org/,438 - International Organization,,,,
53144,HELP EV,,http://www.help-ev.de/,438 - International Organization,,,,
2124,Help Leads to Hope,HLH,http://www.helpleadstohope.org/,441 - National NGO,15882,,,
62412,Help the Afghan Children,HTAC,,441 - National NGO,,,,
56456,Help the Needy Charitable Trust,HTN,www.helptheneedy.org.uk,437 - International NGO,,,,
61662,Help-Tchad,AHTD,,441 - National NGO,,,,
462,HelpAge International,HAI,http://www.helpage.org/,437 - International NGO,5536,,,
17380,Helping Hand for Relief And Development,HHRD,http://www.hhrd.org/,437 - International NGO,12839,,,
49496,HELVETAS Swiss Intercooperation,,http://www.helvetas.org,437 - International NGO,,,,
2125,Hidig Relief And Development Organization,HRDO,,441 - National NGO,15884,,,
62781,Hilfswerk Austria International,HWA,http://www.hilfswerk.at/hwa/english,437 - International NGO,,,,
17381,Hilfswerk der Evangelischen Kirchen Schweiz,HEKS,,437 - International NGO,5114,,,
56662,Himalaya Trust Nepal,HTN,,441 - National NGO,,,,
54631,Himalayan Conservation and Rural Support Program,,http://hcrsp.org.pk/,441 - National NGO,,,,
17382,Hime for Help,,,437 - International NGO,,,,
2127,Himilo Foundation,HIMILO,http://himfo.org/,441 - National NGO,,,,
2128,Himilo Organization for Development,HODSOM,http://www.hodsom.com/,441 - National NGO,,,,
2129,Himilo Relief and Development Association,HIRDA,http://hirda.org/,437 - International NGO,,,,
2130,Hiran Water Supply and Community Development Organisation,HWS,http://hiranwater.org/,441 - National NGO,14052,,,
61619,HITEC Luxembourg S.A,HITEC,http://www.hitec.lu/,444 - Private sector,,,,
62018,HK Logistics Pty Ltd,HKL,http://www.hklogistics.com.au/,444 - Private sector,,,,
53145,Hold the Child,,http://www.holdthechild.org/,441 - National NGO,,,,
54754,Holy Rosary Family Center,HRFC,,441 - National NGO,,,,
17383,Holy Spirit Missionary Sisters,,,437 - International NGO,,,,
61228,Honduran Red Cross,,http://www.honduras.cruzroja.org/,445 - Red Cross / Red Crescent,,,,
61229,Hong Kong Red Cross,,http://www.redcross.org.hk/,445 - Red Cross / Red Crescent,,,,
17384,Hope 4 the Youth Foundation,,,443 - Other,,,,
60833,Hope and Humanity,H&H,https://hopeandhumanity.org/,441 - National NGO,,,,
62790,Hope for Haiti,HFH,www.hopeforhaiti.com,437 - International NGO,,,,
17385,Hope Force International,HFI,,437 - International NGO,,,,
17386,HOPE worldwide,HOPE worldwide,http://www.hopeww.org/index.htm,437 - International NGO,15579,,,
61565,Horizon Relief Organization,HRO,http://www.horizonsrelief.org/,441 - National NGO,,,,
62178,Horn Foundation (Somalia),,,441 - National NGO,,,,
2131,Horn of Africa Development Link,,,441 - National NGO,15883,,,
2132,Horsed Relief and Development Organization,HRDO,,441 - National NGO,14583,,,
62837,Hospital Albert Schweitzer - Haiti,HAS,www.hashaiti.org,437 - International NGO,,,,
54632,Hujra,,,441 - National NGO,,,,
17387,Human Appeal International,,http://www.humanappeal.org.uk/,437 - International NGO,5090,,,
61661,Human Development Foundation-KPK Pakistan,HDF,www.hdfpak.org,441 - National NGO,,,,
17388,Human Development Network Foundation Inc.,HDN,,441 - National NGO,,,,
54633,Human Development Organization Doaba,HDOD,,441 - National NGO,,,,
54830,Human Economic and Ecological Development foundation,HEED,,441 - National NGO,,,,
62595,Human Health Aid-Burundi (Burundi),HHA Burundi,http://humanhealthaid.jimdo.com/,441 - National NGO,,,,
17389,Human in Love,,,437 - International NGO,,,,
63070,Human Life Foundation (Yemen),HLF,,441 - National NGO,,,,
2133,Human Relief Foundation,HRF,http://www.hrf.org.uk/,437 - International NGO,12767,,,
62411,Human Resource Development Agency,HRDA,,441 - National NGO,,,,
54634,Human Resources Development Network,HRDN,http://www.hrdn.net/,441 - National NGO,,,,
56483,Human Rights Alliance - Nepal,HR Alliance   ,http://www.hralliance.org.np,437 - International NGO,,,,
61982,Human Rights and Justice Group International,Justice Group,http://www.justicegroup.us/,441 - National NGO,,,,
62538,Human Rights Foundation,HRF,www.humanrights.foundation,437 - International NGO,,,,
46663,Human Rights Watch,HRW,,437 - International NGO,,,,
56484,Human Rights Without Frontiers Nepal,HRWF Nepal,http://www.hrwfnepal.net.np/,437 - International NGO,,,,
61666,Humanitaire et du Développement,OHD,https://sites.google.com/site/ongohd/hot-news-1,441 - National NGO,,,,
47240,Humanitarian Accountability Partnership International,HAP,http://www.hapinternational.org,437 - International NGO,,,,
2134,Humanitarian Action for Relief and Development Organisation,HARDO,http://hardo-ea.org,441 - National NGO,8141,,,
2135,Humanitarian African Relief Organization,HARO,http://harousa.org,441 - National NGO,,,,
47817,Humanitarian Aid and Development Organization,HAD,,443 - Other,,,,
62794,Humanitarian Aid International,HAI,http://www.humanitarianaidinternational.org/,437 - International NGO,,,,
46664,Humanitarian and Development Partnership Team (Central African Republic),HDPT,,443 - Other,,,,
62409,Humanitarian Assistance Society,HAS,,441 - National NGO,,,,
61624,Humanitarian Benchmark Consulting,HBC,,444 - Private sector,,,,
63047,Humanitarian Coordination Working Group (Nigeria),HCWG,,431 - Academic / Research,,,,
61641,Humanitarian Country Team,HCT,,443 - Other,,,,
63040,Humanitarian Country Team - Burkina Faso,HCT,,438 - International Organization,,,,
62676,Humanitarian Country Team in Libya,UNCT-Libya,,447 - United Nations,,,,
61411,Humanitarian Country Team in the Philippines,HCT Philippines,http://www.ph.undp.org/content/philippines/en/home/operations/undp_un/,438 - International Organization,,,,
62683,Humanitarian Data Exchange,HDX,https://data.humdata.org/,447 - United Nations,,,,
61412,Humanitarian Demining,Humanitarian Demining,http://www.humanitarian-demining.org/,438 - International Organization,,,,
62611,Humanitarian Development Consortium,HDC,http://www.hdcafrica.org/southsudan/,441 - National NGO,,,,
62990,Humanitarian Forum Indonesia (Indonesia),HFI,http://www.humanitarianforumindonesia.org/,441 - National NGO,,,,
2126,Humanitarian Initiative Just Relief Aid,HIJRA,http://www.hijra.or.ke/,441 - National NGO,15086,,,
62066,Humanitarian Leadership Academy,,http://www.humanitarianleadershipacademy.org/,437 - International NGO,,,,
17390,Humanitarian Medical Assistance,HuMA,http://www.huma.or.jp/,437 - International NGO,,,,
61692,Humanitarian OpenStreetMap Team,HOT,https://hotosm.org/,437 - International NGO,,,,
61590,Humanitarian Organization for Advocacy & development,HOAD,http://www.hoad.org.af/,441 - National NGO,,,,
913,Humanitarian Practice Network,HPN,http://www.odihpn.org,443 - Other,,,,
62302,Humanitarian Relief Team (Yemen),HRT,http://www.hrty.org/,441 - National NGO,,,,
62544,Humanitarian Support Agency,HSA,www.humanitarian-support-agency.org,441 - National NGO,,,,
62984,Humanity Bridge Foundation for Development (Yemen),HFD,http://bridgebrotherhood.blogspot.com/,441 - National NGO,,,,
17391,Humanity First,HUMFIRST,http://humanityfirst.ca/,437 - International NGO,14161,,,
61922,"Humanity International for Peace and Prosperity, Inc.",HIPP,http://www.hippusa.org,437 - International NGO,,,,
17392,Humanity Purse,,,437 - International NGO,,,,
17393,Humanity Road,,http://www.humanityroad.org/,437 - International NGO,,,,
17394,Humedica International,Humedica,http://www.humedica.org/,437 - International NGO,5503,,,
54635,Hundreds of Original Projects for Employment 87,HOPE,http://www.hope87.org/,437 - International NGO,,,,
61230,Hungarian Red Cross,,http://www.voroskereszt.hu/,445 - Red Cross / Red Crescent,,,,
56666,Hungarian Reformed Church Aid / AID4LIFE Emergency,HRCA AID4LIFE,http://www.jobbadni.hu/,437 - International NGO,,,,
54794,I for Peace and Development in Mindanao,IPADM,,441 - National NGO,,,,
61638,IASC Gender based Violence area of responsibility of the Global protection cluster,IASC GBV AoR,http://gbvaor.net/,447 - United Nations,,,,
53146,IBIS,IBIS,http://ibis-global.org,437 - International NGO,,,,
17395,ICAN Foundation,,,437 - International NGO,,,,
56695,ICCO COOPERATION,,,437 - International NGO,,,,
61812,Icelandic Crisis Response Unit,ICRU,http://www.mfa.is/foreign-policy/development-cooperation/icru/,435 - Government,,,,
61231,Icelandic Red Cross,,http://www.redcross.is/,445 - Red Cross / Red Crescent,,,,
62617,Idara-e-Taleem-o-Aagahi Centre of Education & Consciousness,ITACEC,http://itacec.org/,441 - National NGO,,,,
46665,IDEAL,IDEAL,http://www.ideal-international.org/,437 - International NGO,,,,
52551,IDP Network,,,443 - Other,,,,
54809,Ifugao Network of Development NGO's and PO's Inc.,IND NGOPO,,441 - National NGO,,,,
17396,IGARAPE,,,431 - Academic / Research,13913,,,
54811,"Igorota Foundation, Inc",,,441 - National NGO,,,,
17397,IHH Humanitarian Relief Foundation,IHH,,437 - International NGO,,,,
56622,IHS,IHS,,437 - International NGO,,,,
61581,Ihsan for Relief and Development,IRD,,441 - National NGO,,,,
2136,IIDA Women's Development Organization,IIDA,http://www.iida.so,441 - National NGO,13145,,,
2137,Iimaan Relief and Development Organization,IRDO,http://iimaanrelief.org/,437 - International NGO,,,,
56503,ILM UK,ILM UK,http://www.ilmuk.com/,437 - International NGO,,,,
17398,Iloilo CODE,,,443 - Other,,,,
17399,Iloilo Project,Iloilo Project,,441 - National NGO,,,,
53147,IMA World Health,IMA,http://www.imaworldhealth.org/,437 - International NGO,,,,
54755,Immaculate Conception Upland Farmers Association,IUFA,,441 - National NGO,,,,
463,iMMAP,iMMAP,http://immap.org/,438 - International Organization,13115,,,
62020,Impact International Co. Ltd,IIC,,444 - Private sector,,,,
61596,Impact Mission Relief,I.M.Relief,www.impactmissionrelief.org,437 - International NGO,,,,
61805,IMPACT MISSION RELIEF,IMRELIEF,www.impactmissionrelief.org,437 - International NGO,,,,
56774,IMPACT Nepal,IN,http://impactnepal.org.np/,441 - National NGO,,,,
61913,Imperative Initiative for Motivation of Global Care,IIMGC,http://www.infoiimgc.wix.com/iimgc,437 - International NGO,,,,
61673,Indagando Television,Indagando TV,http://www.indagando.tv/,439 - Media,,,,
60806,India Broadcasting Network,IBN,,439 - Media,,,,
50523,Indian Ocean Commission,IOC,,438 - International Organization,,,,
61232,Indian Red Cross Society,,http://www.indianredcross.org/,445 - Red Cross / Red Crescent,,,,
61233,Indonesian Red Cross Society,,http://www.pmi.or.id/ina/,445 - Red Cross / Red Crescent,,,,
63032,Indonesian Society for Disaster Management,MPBI,http://mpbi.info/,441 - National NGO,,,,
54636,Indus Resource Centre,IRC,,441 - National NGO,,,,
61413,"Information Technology for Humanitarian Assistance, Cooperation Action",ITHACA,www.ithacaweb.org,438 - International Organization,,,,
61560,Information Technology Outreach Services,ITOS,http://www.cviog.uga.edu/itos,431 - Academic / Research,,,,
61617,INGO Forum in Nigeria,INGOFN,,437 - International NGO,,,,
53524,INGO Forum Yemen,INGO Forum,http://www.ingoforum-yemen.org/,437 - International NGO,,,,
61684,Initiative against Diarrheal and Enteric diseases in Africa and Asia,IDEA,http://www.idea-africa.info/,431 - Academic / Research,,,,
46666,Initiative Développement Centrafrique,IDC,,441 - National NGO,,,,
54795,Initiative for Bangsamoro National Development,,,441 - National NGO,,,,
54637,Initiative for Development and Empowerment Axis,IDEA,http://www.idea.org.pk/,441 - National NGO,,,,
61626,Initiative for Peace Communication Association,IPCA,http://www.ipcaforpeace.com/,441 - National NGO,,,,
62085,Initiative Malienne d'Appui au Developpement Local,IMADEL,,441 - National NGO,,,,
62027,"Initiative Peace, & Development",IPAD,http://www.ipad.org.pk/,441 - National NGO,,,,
63035,Initiative: Eau,IE,http://www.initiativeeau.org/,438 - International Organization,,,,
62179,Insani Yardim Vakfi (IHH) The Foundation for Human Rights and Freedom and Humanitarian Relief (Turkey),,,441 - National NGO,,,,
63130,Institut de Formation et de Recherche Démographiques,IFORD,http://www.iford-cm.org/,431 - Academic / Research,,,,
62833,Institut du Bien-Etre Social et de Recherches Haiti,IBESR,,431 - Academic / Research,,,,
61448,Institut International de Recherche sur les Cultures des Zones Tropicales Semi-Arides,ICRISAT,www.icrisat.org,438 - International Organization,,,,
49497,Institut Malien de Recherche Action pour la Paix,IMRAP,,441 - National NGO,,,,
54738,Institute for Autonomy and Governance,IAG,,441 - National NGO,,,,
54739,Institute for Autonomy and Governance/IPDEV,IAG/IPDEV,,441 - National NGO,,,,
62180,Institute for Family Health (Noor Al Hussein Foundation) (Jordan),,,441 - National NGO,,,,
56500,Institute for Frontier Studies,IFS,http://ifsnepal.org/,443 - Other,,,,
17400,Institute for Political and Electoral Reform,IPER,,431 - Academic / Research,,,,
17401,Institute for Popular Democracy,IPD,,431 - Academic / Research,,,,
63030,Institute for Security Studies,ISS Africa,https://issafrica.org/,431 - Academic / Research,,,,
63031,Institute for Security Studies,ISS Africa,https://issafrica.org/,431 - Academic / Research,,,,
56485,"Institute of Human Rights Communication, Nepal",IHRICON,,437 - International NGO,,,,
62054,Institute of Rural Management,IRM,http://www.irm.edu.pk/,441 - National NGO,,,,
62181,Instituto de Estudios Avanzados en Desarrollo (Bolivia),INESAD,,441 - National NGO,,,,
62714,Instituto de Estudios Humanitarios,IEH,www.colombiassh.org,431 - Academic / Research,,,,
56024,Instituto de Estudios sobre Conflictos y Acción Humanitaria,IECAH,http://www.iecah.org,438 - International Organization,,,,
17402,Integral Alliance,,,443 - Other,,,,
17403,Integrated Bar of the Philipines,Integrated Bar of the Phi,,431 - Academic / Research,,,,
46667,Integrated Community Development International,ICDI,,437 - International NGO,,,,
45483,Integrated Coordination Office for Development and Humanitarian Affairs,ICODHA,,447 - United Nations,,,,
61414,Integrated Food Security Phase Classification,IPC,http://www.ipcinfo.org/,438 - International Organization,,,,
50524,Integrated Regional Information Networks,IRIN,http://www.irinnews.org,447 - United Nations,,,,
54638,Integrated Regional Support Program,IRSP,http://irsp.org.pk/,441 - National NGO,,,,
61415,Integrated Research on Disaster Risk,IRDR ,http://www.irdrinternational.org,438 - International Organization,,,,
54756,Integrated Resource Development for Tri-People,IRDT,,441 - National NGO,,,,
56057,Integrated Social Aid Network,INSAN,,441 - National NGO,,,,
62891,Inter Aid Uganda LTD (Uganda),IUL,http://interaiduganda.org/,441 - National NGO,,,,
46668,Inter NGOs Council in Central Africa,CIONGCA,,441 - National NGO,,,,
61416,Inter-African Bureau for Animal Resources,AU_IBAR,,438 - International Organization,,,,
464,Inter-Agency Network for Education in Emergencies,INEE,,443 - Other,,,,
465,Inter-Agency Standing Committee,IASC,,447 - United Nations,,,,
61417,Inter-American Development Bank,IADB,http://www.iadb.org/,438 - International Organization,,,,
61418,Inter-American Institute for Cooperation on Agriculture,Inter-American Institute for Cooperation on Agriculture,http://www.iica.int/,438 - International Organization,,,,
52552,Inter-Governmental Authority on Development,IGAD,,435 - Government,,,,
17404,InterAction,InterAction,http://www.interaction.org/,438 - International Organization,6570,,,
61555,Interagency Collaboration on Ebola,ICEbola,https://ebolaresponse.un.org/,447 - United Nations,,,,
62609,Interaid,Interaid,http://interaide.org/index.php/en/,441 - National NGO,,,,
49498,Interchurch Organization for Development Cooperation,ICCO,http://www.icco-international.com,437 - International NGO,,,,
54757,Interfaith Council for Elders,ICE,,441 - National NGO,,,,
61419,Intergovernmental Panel on Climate Change,IPCC,http://www.ipcc.ch/index.htm,438 - International Organization,,,,
62813,InterHealth Worldwide,InterHealth,https://www.interhealthworldwide.org/,437 - International NGO,,,,
46669,Internal Displacement Monitoring Centre,IDMC,http://www.internal-displacement.org,437 - International NGO,,,,
61420,International Aid Honduras,International Aid Hondura,http://www.internationalaid.org/,438 - International Organization,,,,
53148,International Aid Services,IAS,http://www.ias-intl.org,438 - International Organization,,,,
56696,International Alert,,,437 - International NGO,,,,
62731,International Association of Emergency Managers,IAEM,http://www.iaem.com/,438 - International Organization,,,,
62689,International Association of World Peace Advocates,IAWPA,https://www.worldpeaceadvocates.com,437 - International NGO,,,,
61421,International Atomic Energy Agency,IAEA,https://www.iaea.org/,438 - International Organization,,,,
61696,International Blue Crescent Relief And Development Foundation,IBC,https://ibc.org.tr/en/index.php,437 - International NGO,,,,
63007,"International Business & Technical Consultants, Inc.",IBTCI,http://www.ibtci.com/,444 - Private sector,,,,
62420,International Catholic Migration Commission,ICMC,www.icmc.net,437 - International NGO,,,,
17405,"International Center for Innovation, Transformation and Excellence in Governance",INCITE Gov,,431 - Academic / Research,,,,
61423,International Center for Integrated Mountain Development,ICIMOD,http://www.icimod.org,438 - International Organization,,,,
61424,International Center for Migration Policy Development,ICMPD,http://www.icmpd.org/,438 - International Organization,,,,
62182,International Center for Research & Studies (Saudi Arabia),MEDAD,,431 - Academic / Research,,,,
56697,International Center for Transitional Justice,ICTJ,,437 - International NGO,,,,
61422,International Center for Tropical Agriculture,ICTA,http://www.ciat.cgiar.org,438 - International Organization,,,,
56764,International Centre for Integreted Mountain development,ICIMOD,http://www.icimod.org,438 - International Organization,,,,
62009,International Charitable Fund Community Wellbeing,ICF Community Wellbeing,http://www.community-wellbeing.org.ua/,441 - National NGO,,,,
17406,International Civil Aviation Organization,ICAO,http://www.icao.int/,447 - United Nations,6370,,,
61425,International Commission against Impunity in Guatemala,CICIG,http://www.cicig.org/,438 - International Organization,,,,
61426,International Commission of Jurists,ICJ,www.icj-kenya.org/,438 - International Organization,,,,
61427,International Commission on Missing Persons,ICMP,http://www.ic-mp.org/,438 - International Organization,,,,
466,International Committee of the Red Cross,ICRC,,445 - Red Cross / Red Crescent,462,,,
61428,International Conference on the Great Lakes Region,ICGLR,http://www.icglr.org/index.php/en/,438 - International Organization,,,,
56470,International Cooperation and Development Fund,ICDF,http://www.icdf.org.tw/,433 - Donor,,,,
50525,International Council for Local Environmental Initiatives,ICLEI,http://www.iclei.org,437 - International NGO,,,,
61954,International Council of Voluntary Agencies,ICVA,https://icvanetwork.org/,437 - International NGO,,,,
61429,International Court of Justice,ICJ,http://www.icj-cij.org/,438 - International Organization,,,,
46670,International Criminal Court,CPI,www.icc-cpi.int,438 - International Organization,,,,
61430,International Criminal Police Organization,Interpol,http://www.interpol.int/,438 - International Organization,,,,
61431,International Criminal Tribunal for Rwanda,ICTR,http://www.ictr.org/default.htm,438 - International Organization,,,,
61432,International Criminal Tribunal for the former Yugoslavia,ICTY,http://www.un.org/icty/,438 - International Organization,,,,
46671,International Crisis Group,,,438 - International Organization,,,,
56698,International Development Enterprise,,,437 - International NGO,,,,
47241,International Development Law Organization,IDLO,http://www.idlo.int,438 - International Organization,,,,
17407,International Diamond Laboratories,,,443 - Other,,,,
62706,International Disability Alliance,ID,www.internationaldisabilityalliance.org,437 - International NGO,,,,
17408,International Disaster Response Network,IDRN,http://www.idrn.info,437 - International NGO,,,,
17409,International Disaster Volunteers,IDV,http://www.idvolunteers.org/,441 - National NGO,,,,
17410,International Emergency and Development Aid,IEDA Relief,http://iedarelief.org/,437 - International NGO,14999,,,
61433,International Federation of Gynecology and Obstetrics,FIGO,www.figo.org,438 - International Organization,,,,
467,International Federation of Red Cross and Red Crescent Societies,IFRC,http://www.ifrc.org/en/,445 - Red Cross / Red Crescent,99,,,
61434,International Fertilizer Development Center,IFDC,www.ifdc.org,438 - International Organization,,,,
17411,International Finance Corporation,IFC,http://www.ifc.org/wps/wcm/connect/corp_ext_content/ifc_external_corporate_site/...,438 - International Organization,,,,
56699,International Foundation for Electoral Systems,IFES,,437 - International NGO,,,,
468,International Fund for Agricultural Development,IFAD,,447 - United Nations,5839,,,
60832,International Fund for Animal Welfare,IFAW,http://www.ifaw.org/,437 - International NGO,,,,
17412,International Health Partners,IHP,http://www.ihpuk.org,437 - International NGO,7208,,,
61435,International Health Partnership,IHP,http://www.internationalhealthpartnership.net/en/home,438 - International Organization,,,,
62004,International Human Rights Community,IHRC,,441 - National NGO,,,,
54676,International Human Rights Network,,,443 - Other,,,,
61825,International Humanitarian and Development Team,Inter'HTeam,,441 - National NGO,,,,
61436,International Humanitarian Fact-Finding Commission,IHFFC,http://www.ihffc.org/index.asp?Language=EN&page=home,438 - International Organization,,,,
46672,International Humanitarian Foundation,IHF,,441 - National NGO,,,,
17413,International Humanitarian Partnership,IHP,,443 - Other,13102,,,
61437,International Institute for Democracy and Electoral Assistance - International IDEA,International IDEA,www.idea.int,438 - International Organization,,,,
