HR info ID,Preferred Term,ACRONYM,homepage,OrgTypeID - OrgTypePreferredTerm,FinancialTrackingService ID,Edit Status,IsReplacedBy,Notes
2179,Somali Humanitarian Relief Action,SHRA,http://www.shrasomalia.org,441 - National NGO,15094,,,
2180,Somali Medical Aid and Relief Organization,SOMARO,,441 - National NGO,15900,,,
2181,Somali Organic Agriculture Development Organization,SOADO,,441 - National NGO,8890,,,
2182,Somali Peace and Development Society,SPDS,http://www.sopdo.com/,441 - National NGO,15095,,,
2183,Somali Public Health Professional Association,SOPHPA,,441 - National NGO,15902,,,
61280,Somali Red Crescent Society,,http://www.bishacas-srcs.org/,445 - Red Cross / Red Crescent,,,,
2184,Somali Relief and Development Action,SRDA,http://srdaorganization.org/,441 - National NGO,15096,,,
2185,Somali Relief and Development Society,SORDES,,441 - National NGO,14585,,,
2186,Somali Transformation Group,SOMTRAG,http://somtragngo.blogspot.com/,441 - National NGO,15098,,,
62273,Somali Water and Land Information Management (Kenya),SWALIM,,441 - National NGO,,,,
2187,Somali Young Doctors Association,SOYDA,http://soyda.net/,441 - National NGO,14048,,,
2188,Somali Youth for Peace and Development,SYPD,,441 - National NGO,15101,,,
2189,Somalia Education Cluster,,,443 - Other,,,,
2191,Somalia Ministry of Health,,http://www.mohpuntland.com/,435 - Government,,,,
62274,Somalia NGO Consortium (Somalia),,,441 - National NGO,,,,
2192,Somalia Nutrition Cluster,,,443 - Other,,,,
2193,Somalia Protection Cluster,,,443 - Other,,,,
2194,Somalia Relive Centre,SRC,,441 - National NGO,15903,,,
61654,Somaliland Youth Society,SYS,http://www.syssom.org/,441 - National NGO,,,,
62383,Sonbola,,,441 - National NGO,,,,
62381,Sorouh,,,441 - National NGO,,,,
17586,SOS,,,443 - Other,,,,
17587,SOS Attitude,,,443 - Other,16094,,,
1082,SOS Children's Villages International,SOS,http://www.sos-childrensvillages.org,437 - International NGO,7547,,,
48583,SOS Sahel International,,,437 - International NGO,,,,
62819,SOS Village d'Enfants,SOSVE,https://www.sosve.org/,437 - International NGO,,,,
61281,South African Red Cross Society,,http://www.redcross.org.za/,445 - Red Cross / Red Crescent,,,,
60830,"South Asia Institute, Dept. of Geography",SAI,http://www.sai.uni-heidelberg.de/geo,431 - Academic / Research,,,,
61510,South Pacific Applied Geoscience Commission,SOPAC,http://www.sopac.org,438 - International Organization,,,,
62007,South Sudan NGO Forum,SSNGOF,http://southsudanngoforum.org/,443 - Other,,,,
62622,South Sudanese Christian Women Mission for Peace,SSCWMP,,441 - National NGO,,,,
17588,Southeast Asian Ministers of Education Organization,SEAMEO,http://seameo-innotech.org/,443 - Other,,,,
17589,Southeast Asian Regional Center for Graduate Study and Research in Agriculture,SEARCA,http://www.searca.org,438 - International Organization,,,,
61511,Southern Africa Humanitarian Information Management Network,SAHIMS,http://www.sahims.net/,438 - International Organization,,,,
50535,Southern African Development Community,SADC,http://www.sadc.int/,438 - International Organization,,,,
50536,Southern African Regional Poverty Network,SARPN,http://www.sarpn.org.za,437 - International NGO,,,,
2196,Southern Aid,,http://www.southernaid.org/,441 - National NGO,15103,,,
61911,Southern Health Improvement Samity,SHIS,http://www.shisindia.org/,441 - National NGO,,,,
17590,Spanish Agency for International Cooperation and Development,AECID,http://aecid.ph,433 - Donor,,,,
17591,Spanish Red Cross,Spanish Red Cross,,437 - International NGO,5457,,,
17592,Spanish Technical Cooperation,STC,,438 - International Organization,,,,
56748,Sphere India,SI,http://www.sphereindia.org.in/,441 - National NGO,,,,
56618,Sphere Project, Sphere Project,http://www.sphereproject.org/about/,438 - International Organization,,,,
56795,Springfield Centre,SC,http://www.springfieldcentre.com/,443 - Other,,,,
61282,Sri Lanka Red Cross Society,,http://www.redcross.lk/,445 - Red Cross / Red Crescent,,,,
62995,Sri Venkateshwara Technical and Rural Educational Trust,SVENTECRET,,441 - National NGO,,,,
62785,St. Boniface Haiti Foundation (Haiti),SBHF,http://haitihealth.org/,441 - National NGO,,,,
62049,St. John Association of Fiji,SJA FIJI,http://www.stjohnfiji.org/,441 - National NGO,,,,
52586,St. John's Ambulance Kenya,,,441 - National NGO,,,,
56793,Standby Task Force,SBTF,http://blog.standbytaskforce.com/,439 - Media,,,,
17593,Star of Hope,,,437 - International NGO,7459,,,
61672,START Network,START Network,www.start-network.org,437 - International NGO,,,,
62587,Statistics Without Borders,SWB,http://community.amstat.org/statisticswithoutborders/home,441 - National NGO,,,,
2197,Steadfast Voluntary Services,SVO,,441 - National NGO,13149,,,
62721,Step,KHOTWA,,441 - National NGO,,,,
61512,Stichting de Zaaier,DEZAAIER,www.dezaaier.com,438 - International Organization,,,,
56723,"Stichting Veldwerk, the Netherlands",,,437 - International NGO,,,,
62977,Street Child,SC,https://www.street-child.co.uk/,437 - International NGO,,,,
62275,Strengthening Participatory Organization (Pakistan),SPO,,441 - National NGO,,,,
61995,Strive Foundation Somalia,SFS,,441 - National NGO,,,,
49529,Stromme Foundation,,http://www.strommestiftelsen.no,437 - International NGO,,,,
47825,Sub-Saharan International Development Organization,SIDO,,437 - International NGO,,,,
62628,Sudan Open Learning Organization (Sudan),SOLO,,441 - National NGO,,,,
53168,Sudan Peace and Education Development Programme,SPEDP,,441 - National NGO,,,,
62584,Sudanese Environment Conservation Society (Sudan),SECS,www.secs.org.sd,441 - National NGO,,,,
63114,Sudanese Help Organization Development,SHOD,,441 - National NGO,,,,
62634,Sudanese Hilef for Peace and Development Organization (Sudan),SHPDO,http://shpdo.org/,441 - National NGO,,,,
47826,Sudanese Red Crescent Society,SRCS,http://www.srcs.sd,441 - National NGO,,,,
62621,Sudanese Woman's General Union,SWGU,http://www.swgu-sd.org/,441 - National NGO,,,,
54801,Sulu Women Centre,,,441 - National NGO,,,,
56724,Sunrise Children's Association Inc,,,437 - International NGO,,,,
56502,Support Activities for Poor Producers,SAPPROS-Nepal,,437 - International NGO,,,,
46693,Support Centre for International Health,SCIH,,437 - International NGO,,,,
62276,Support to Communities NGO (Armenia),STC,,441 - National NGO,,,,
61591,Support To Deprived Peoples,SDP,http://www.sdp.org.pk/,441 - National NGO,,,,
52419,Support to Life (Hayatadestek) (Syria),,,441 - National NGO,,,,
62277,Survie la mère et l'enfant (Benin),,,441 - National NGO,,,,
52587,Sustainable Aid iN Africa,SANA,http://sanainternational.org/,441 - National NGO,,,,
56746,Sustainable Communities Worldwide,SCW,http://scworldwide.org/,437 - International NGO,,,,
61513,Sustainable Development Networking Programme,SDNP,www.sdnbd.org,438 - International Organization,,,,
62777,Sustainable Development of Woman Capacities (Iraq),SDWC,http://www.womancapacities.org/,441 - National NGO,,,,
61643,Sustainable Development Organization,SDO,http://sdo.org.pk/,441 - National NGO,,,,
56458,Sustainable Environment And Ecological Development Society,SEEDS,www.seedsindia.org,437 - International NGO,,,,
62278,Sustainable Rural Growth and Development Initiative (Malawi),SRGDI,,441 - National NGO,,,,
53169,SustaiNet EA,,http://www.sustainetea.org/,437 - International NGO,,,,
54669,Swabi women welfare society,SWWS,,441 - National NGO,,,,
17594,Swedish Civil Contingencies Agency,MSB,https://www.msb.se/en/,435 - Government,5575,,,
50537,Swedish International Development Agency,SIDA,,433 - Donor,,,,
61283,Swedish Red Cross,,http://www.redcross.se/,445 - Red Cross / Red Crescent,,,,
17595,Swiss Agency for Development and Cooperation,SDC,http://www.deza.admin.ch/,433 - Donor,,,,
56750,Swiss Federal Department of Foreign Affairs,SFDFA,,435 - Government,,,,
49530,Swiss Foundation for Mine Action,FSD,http://www.fsd.ch,433 - Donor,,,,
17596,Swiss Red Cross,,,445 - Red Cross / Red Crescent,5480,,,
61833,Swiss-Solidarity,SWS,http://www.swiss-solidarity.org/,433 - Donor,,,,
61514,Switzerland Development and Cooperation,SDC,https://www.eda.admin.ch/deza/en/home/countries/horn-africa.html,438 - International Organization,,,,
61515,SWORDE-Teppa,SWORDE-Teppa,http://www.sworde-teppa.org.uk/,438 - International Organization,,,,
62760,Synergies International Consulting,,,444 - Private sector,,,,
56477,Syria Information Management and Assessment Working Group,SIMAWG,https://www.humanitarianresponse.info/en/operations/simawg,443 - Other,,,,
53113,Syria Needs Analysis Project,SNAP,,437 - International NGO,,,,
52420,Syria Relief (Syrian Diaspora),,,441 - National NGO,,,,
62898,Syria Relief Network,SRN,http://syriareliefnetwork.com/en/,441 - National NGO,,,,
61655,Syrian American Medical Society Foundation,SAMS,https://www.sams-usa.net/foundation/,443 - Other,,,,
50086,Syrian Arab Red Crescent,SARC,http://www.sarc.sy,445 - Red Cross / Red Crescent,,,,
63062,Syrian Education Commission,SEC,,441 - National NGO,,,,
62002,Syrian Society for Social Development,SSSD,http://sssd-ngo.org/,441 - National NGO,,,,
61524,Système d'Information sur les Marchés Agricoles,SIMA,www.simaniger.net,438 - International Organization,,,,
62279,Taancheck Construire ou Développer (Niger),AKARASS,,441 - National NGO,,,,
60804,Tabor College,,,431 - Academic / Research,,,,
2198,Tadamun Social Society,TASS,http://tadamun.org/,441 - National NGO,15904,,,
62735,Tahdeeth Organization for Development (Yemen),TODY,http://tahdeeth.org/,441 - National NGO,,,,
62280,Taher Al Zawi Foundation (Libya),STACO,,441 - National NGO,,,,
62973,Takaful Al Sham (Turkey),Takaful Al Sham,http://takafulalsham.org/ar/,441 - National NGO,,,,
47827,Talawiet Organization for Development,TOD,,441 - National NGO,,,,
56759,Tamakoshi Sewa Samiti,TSS,,441 - National NGO,,,,
62890,TAMBRO Private Limited,TAMBRO,http://tambro.com.pk/,444 - Private sector,,,,
54670,Tameer-e-Khalaq Foundation,Tameer-e-Khalaq Foundation,,441 - National NGO,,,,
63118,Tamer Institute for Community Education (Occupied Palestinian Territory),Tamer Institute,http://tamerinst.org/,441 - National NGO,,,,
2199,Tanad Relief and Development Organisation,TARDO,,441 - National NGO,8892,,,
50538,Tanzania Red Cross National Society,TRCS,,445 - Red Cross / Red Crescent,,,,
62316,Tashabos Education Organization,TEO,,441 - National NGO,,,,
17597,Task Force Mapalad,TFM,http://taskforcemapalad.org/,441 - National NGO,,,,
62682,Tata Institute of Social Sciences,TISS,https://www.tiss.edu/,431 - Academic / Research,,,,
54791,TAUSUG NOVEL,,,441 - National NGO,,,,
61971,Tawa Organization for Civil Development,TOCD,,441 - National NGO,,,,
62313,Tawanmandi,Tawanmandi,http://www.tawanmandi.org.af/,441 - National NGO,,,,
62387,Tawergha Youth Foundation,,,441 - National NGO,,,,
17598,Team Rubicon,,http://teamrubiconusa.org/,443 - Other,,,,
62797,Team Rubicon UK,TRUK,http://www.teamrubiconuk.org/,437 - International NGO,,,,
56610,Team&Team International,Team and Team,www.teamandteam.org,438 - International Organization,,,,
56802,TEAR Australia,TEAU,http://www.tear.org.au/,437 - International NGO,,,,
17599,Tearfund,,,437 - International NGO,5157,,,
17600,Technical Education and Skills Development Authority,TESDA,,435 - Government,,,,
62978,Technical Rapid Response Team,Tech RRT,http://techrrt.org/,437 - International NGO,,,,
2200,Technoplan Group of Volunteers,TGOV,http://www.tgov.org/,441 - National NGO,15105,,,
62809,TECHO,TECHO,TECHO.org,437 - International NGO,,,,
62281,Techo (Bolivia),,,441 - National NGO,,,,
54731,Teduray Lambangian Women Organization Inc.,TLWOI,,441 - National NGO,,,,
54671,Tehreek for Social Development,,http://www.tehreekbalochistan.org/,441 - National NGO,,,,
62422,Tel Abeyd Civil Society Forum,,,441 - National NGO,,,,
17601,Télécoms Sans Frontières,TSF,http://www.tsfi.org/,437 - International NGO,,,,
60814,Terre des hommes Foundation,Tdh,http://www.tdh.ch/,438 - International Organization,,,,
483,Terre des Hommes International Federation,TDHIF,,437 - International NGO,5762,,,
17602,Terumo,,,443 - Other,,,,
61285,Thai Red Cross,,http://www.redcross.or.th/,445 - Red Cross / Red Crescent,,,,
62640,"The Agriculture Knowledge, Learning, Documentation and Policy Project (Ethiiopia)",AKLDP,http://www.agri-learning-ethiopia.org/,443 - Other,,,,
17603,The Asia Foundation,Asia Foundation,http://www.asiafoundation.org/,437 - International NGO,6376,,,
61516,The Association of Medical Doctors of Asia,AMDA,www.amda.or.jp,438 - International Organization,,,,
61200,The Bahamas Red Cross Society,,http://www.caribbeanredcross.org/bahamas/,445 - Red Cross / Red Crescent,,,,
56611,The big umbrella,TBU,www.thebigumbrella.org,437 - International NGO,,,,
56725,"The Blueberry Hill Charitable Trust, UK",,,437 - International NGO,,,,
62282,The Border Consortium (Thailand),TBC,,441 - National NGO,,,,
52588,The Brookings Institution â€“ London School For Economics,,,431 - Academic / Research,,,,
61517,The Caribbean Disaster Emergency Management Agency,CDEMA,http://www.cdera.org/,438 - International Organization,,,,
53170,The Carter Centre,TCC,,437 - International NGO,,,,
54672,The Change Foundation,,,441 - National NGO,,,,
62732,The Change's Community Based Organization,TCCBO,,443 - Other,,,,
62871,The Charities & Business Hub International,CBHUB,http://www.cbhub.co.uk/,444 - Private sector,,,,
62315,The Children of War,TCOW,http://thechildrenofwar.org/web2/,437 - International NGO,,,,
62283,The Coastal Association for Social Transformation Trust (Bangladesh),COAST,,441 - National NGO,,,,
61518,The Colombo Plan,The Colombo Plan,http://www.colombo-plan.org/,438 - International Organization,,,,
56726,The DZi Foundation,,,437 - International NGO,,,,
62434,The Emergency Response Team - Search and Rescue,ERT-SAR,www.ERT-SAR.com,437 - International NGO,,,,
61642,The Engineering Association for Development & Environment,EADE,,441 - National NGO,,,,
56727,The Esther Benjamins Trust,,,437 - International NGO,,,,
61519,The Famine Early Warning Systems Network,FEWSNET,www.fews.net,438 - International Organization,,,,
62431,The Federation of Christian Organizations for International Volunteer Service,FOCSIV,http://www.focsiv.it/,437 - International NGO,,,,
54867,The Foundation for the Refugee Education Trust,RET,http://www.theret.org,437 - International NGO,,,,
61566,The Governance Lab,The GovLab,http://www.thegovlab.org/,431 - Academic / Research,,,,
62588,The Health Support Organisation,THESO,https://theso.org/south-sudan/,441 - National NGO,,,,
47828,The Humanitarian Forum,,http://www.humanitarianforum.org/,438 - International Organization,,,,
47253,The International Republican Institute,IRI,http://www.iri.org/,438 - International Organization,,,,
17604,The Irish Times,,,439 - Media,,,,
62284,The Islamic Charity Center Society (Jordan),,,441 - National NGO,,,,
61646,The Jet Aid Foundation,Jet Aid,www.jetaid.org,437 - International NGO,,,,
17605,The Korea Foundation for International Healthcare,KOFIH,http://www.kofih.org,437 - International NGO,,,,
62396,The Lebanese Organisation for Studies and Training,LOST,,441 - National NGO,,,,
17606,The Léger Foundation,,http://leger.org/en,437 - International NGO,,,,
56728,The Leprosy Mission Nepal,TLMN,,437 - International NGO,,,,
62876,The Level Market,The Level Market,https://www.thelevelmarket.com/,444 - Private sector,,,,
62318,The Liaison Office,TLO,http://www.tloafghanistan.org/,441 - National NGO,,,,
17607,The Manila Observatory,,,431 - Academic / Research,,,,
17608,The Mentor Initiative,,http://www.thementorinitiative.org/,437 - International NGO,,,,
62285,The Middle East Coucil of Churches (Jordan),,,441 - National NGO,,,,
56729,The Mountain Institute,,,437 - International NGO,,,,
48584,The New builders (Niger),,,443 - Other,,,,
61603,The One Hundred Per Cent Coverage Coalition for Somalia,100%,,441 - National NGO,,,,
62286,The Pastoralist Community Initiative and Development Assistance (Kenya),PACIDA,,441 - National NGO,,,,
56051,The Peace and Conflict Journalism Network,PECOJON,http://pecojon.org/the-journalism-network/,437 - International NGO,,,,
61275,The Red Cross of Serbia,,http://www.redcross.org.rs/,445 - Red Cross / Red Crescent,,,,
